region number,d13C,Age
2,1.15,159.4
2,0.15,159.4
2,0.15,159.4
2,0.49,159.4
2,0.49,159.4
2,0.77,159.4
2,0.77,159.4
2,0.26,159.4
2,0.26,159.4
2,0.04,159.4
2,0.04,159.4
2,0.63,159.4
2,1.02,159.4
2,0.43,159.4
2,1.15,159.4
2,0.15,159.4
2,0.12,159.4
2,0.77,159.4
2,0.48,159.4
2,-0.11,159.4
2,0.41,159.4
2,0.71,159.4
2,-0.06,159.4
2,0.26,159.4
2,0.04,159.4
2,-0.84,159.4
2,1.02,159.4
2,0.43,159.4
2,0.77,159.4
2,0.48,159.4
2,0.71,159.4
2,-0.06,159.4
2,-0.84,159.4
2,0.41,159.4
2,1.15,159.4
2,-0.11,159.4
2,0.12,159.4
2,0.63,159.4
2,0.04,159.4
2,0.15,159.4
2,0.26,159.4
2,1.85,162
2,1.85,162
2,0.47,162
2,0.47,162
2,2.07,162
2,2.07,162
2,1.89,162
2,1.89,162
2,2.16,162
2,2.16,162
2,1.59,162
2,1.59,162
2,1.74,162
2,1.74,162
2,1.46,162
2,1.46,162
2,2.01,162
2,2.04,162
2,2.01,162
2,2.04,162
2,1.67,162
2,1.67,162
2,1.91,162
2,1.91,162
2,0.91,162.7
2,0.91,162.7
2,2.21,162.7
2,0.53,162.7
2,2.21,162.7
2,0.53,162.7
2,1.80,162.7
2,1.80,162.7
2,2.01,162.7
2,1.00,162.7
2,2.01,162.7
2,1.00,162.7
2,1.53,162.7
2,1.53,162.7
2,1.30,162.7
2,1.30,162.7
2,2.12,162.7
2,2.12,162.7
2,1.36,162.7
2,1.65,162.7
2,1.36,162.7
2,1.65,162.7
2,1.76,162.7
2,1.75,162.7
2,1.76,162.7
2,1.75,162.7
2,1.50,162.7
2,1.50,162.7
2,2.19,162.7
2,2.19,162.7
2,1.79,162.7
2,1.79,162.7
2,2.06,162.7
2,2.06,162.7
2,1.73,162.7
2,1.73,162.7
2,1.51,162.7
2,1.51,162.7
2,2.23,162.7
2,2.23,162.7
2,1.94,162.7
2,1.94,162.7
2,0.37,163.1
2,0.37,163.1
2,0.18,163.1
2,0.18,163.1
2,1.58,163.1
2,1.58,163.1
2,0.68,163.1
2,0.68,163.1
2,0.50,163.1
2,0.50,163.1
2,0.67,163.4
2,0.47,163.4
2,1.30,163.4
2,1.41,163.4
2,1.41,163.4
2,0.67,163.4
2,0.47,163.4
2,0.63,163.4
2,0.63,163.4
2,0.99,163.4
2,0.99,163.4
2,1.25,163.4
2,1.25,163.4
2,1.30,163.4
2,0.93,163.4
2,0.93,163.4
2,0.86,163.4
2,0.86,163.4
2,0.73,163.4
2,0.73,163.4
2,0.17,163.4
2,0.17,163.4
2,0.37,163.4
2,0.37,163.4
2,1.09,163.4
2,1.09,163.4
2,1.07,163.4
2,1.07,163.4
2,0.42,164.2
2,0.42,164.2
2,0.29,164.2
2,0.29,164.2
2,-0.08,164.2
2,-0.08,164.2
2,0.88,164.2
2,0.88,164.2
2,0.64,164.2
2,0.64,164.2
2,0.55,164.2
2,0.55,164.2
2,1.66,164.2
2,1.66,164.2
2,0.89,164.2
2,0.89,164.2
2,0.52,164.9
2,0.52,164.9
2,0.36,164.9
2,0.36,164.9
2,0.69,164.9
2,0.69,164.9
2,0.17,164.9
2,0.17,164.9
2,1.20,164.9
2,1.20,164.9
2,1.16,165.6
2,1.16,165.6
2,0.25,165.9
2,0.25,165.9
2,-0.07,165.9
2,-0.07,165.9
2,0.84,165.9
2,0.84,165.9
2,0.65,165.9
2,0.65,165.9
2,1.78,165.9
2,1.78,165.9
2,1.26,165.9
2,1.26,165.9
2,0.97,165.9
2,0.97,165.9
2,0.45,165.9
2,0.72,165.9
2,0.72,165.9
2,0.87,165.9
2,0.87,165.9
2,0.84,166.1
2,0.84,166.1
2,0.97,166.1
2,0.97,166.1
2,1.08,166.1
2,1.08,166.1
2,0.32,166.1
2,0.32,166.1
2,0.50,166.1
2,0.50,166.1
2,1.07,166.1
2,1.07,166.1
2,1.43,166.1
2,1.43,166.1
2,1.92,166.1
2,1.92,166.1
2,1.12,166.3
2,1.12,166.3
2,1.23,166.3
2,1.23,166.3
2,0.55,166.7
2,0.55,166.7
2,0.84,166.7
2,0.84,166.7
2,0.88,166.7
2,0.88,166.7
2,0.11,166.7
2,0.11,166.7
2,1.39,167.6
2,1.39,167.6
2,0.66,167.6
2,0.66,167.6
2,0.28,167.6
2,0.28,167.6
2,0.79,167.6
2,0.79,167.6
2,0.80,167.6
2,0.80,167.6
2,0.86,167.6
2,0.86,167.6
2,0.92,167.6
2,0.92,167.6
2,0.07,167.6
2,0.07,167.6
2,0.46,167.6
2,0.46,167.6
2,-0.12,167.6
2,-0.12,167.6
2,0.41,167.6
2,0.41,167.6
2,1.50,167.6
2,1.50,167.6
2,1.42,167.6
2,1.42,167.6
2,1.33,167.6
2,1.33,167.6
2,1.32,167.6
2,1.32,167.6
2,1.09,167.6
2,1.09,167.6
2,1.47,167.6
2,1.47,167.6
2,1.34,167.6
2,1.34,167.6
2,-0.80,167.6
2,-0.80,167.6
2,-0.73,168.4
2,-0.73,168.4
2,-1.22,168.4
2,-1.22,168.4
2,1.23,168.4
2,1.23,168.4
2,0.14,168.4
2,0.14,168.4
2,0.71,168.4
2,0.71,168.4
2,-0.25,168.4
2,-0.25,168.4
2,0.42,168.4
2,0.42,168.4
2,1.00,168.4
2,1.00,168.4
2,0.80,168.4
2,0.80,168.4
2,0.47,168.4
2,0.47,168.4
2,0.06,169
2,0.06,169
2,0.30,169.5
2,0.30,169.5
2,0.60,169.9
2,0.60,169.9
2,0.99,170.6
2,1.06,170.6
2,1.05,170.6
2,1.42,170.8
2,1.42,170.8
2,1.06,170.8
2,1.06,170.8
2,1.00,170.8
2,1.00,170.8
2,0.78,171.2
2,0.78,171.2
2,0.22,172.1
2,0.22,172.1
2,1.05,173.6
2,1.05,173.6
2,1.15,173.6
2,1.15,173.6
2,0.97,173.6
2,0.97,173.6
2,0.84,173.6
2,0.84,173.6
2,0.53,173.6
2,0.53,173.6
2,1.06,173.6
2,1.06,173.6
2,1.13,173.6
2,1.13,173.6
2,2.19,173.6
2,1.86,173.6
2,0.87,173.6
2,1.04,173.6
2,0.51,173.6
2,0.47,173.6
2,0.52,173.6
2,1.07,175.2
2,1.07,175.2
2,1.68,175.2
2,1.68,175.2
2,1.82,175.2
2,1.82,175.2
2,0.67,175.2
2,0.67,175.2
2,0.18,175.2
2,0.18,175.2
2,2.26,175.2
2,2.26,175.2
2,0.36,175.2
2,0.36,175.2
2,0.37,175.2
2,0.37,175.2
2,0.11,175.2
2,0.11,175.2
2,0.37,175.2
2,0.37,175.2
2,-0.23,175.2
2,-0.19,175.2
2,-0.28,175.2
2,1.04,176.6
2,1.04,176.6
2,0.14,176.6
2,0.14,176.6
2,1.00,176.6
2,1.00,176.6
2,-0.19,176.6
2,-0.19,176.6
2,0.31,176.6
2,0.31,176.6
2,2.32,176.6
2,2.32,176.6
2,-0.08,176.6
2,-0.08,176.6
2,0.18,176.6
2,0.18,176.6
2,0.89,176.6
2,0.89,176.6
2,1.79,176.6
2,1.79,176.6
2,2.47,176.6
2,1.52,176.6
2,2.60,176.6
2,2.71,176.6
2,1.74,176.6
2,2.43,176.6
2,1.05,176.6
2,1.30,176.6
2,1.45,176.6
2,2.39,176.6
2,1.26,176.6
2,1.22,176.6
2,0.16,176.6
2,2.47,176.6
2,1.52,176.6
2,2.60,176.6
2,2.71,176.6
2,1.74,176.6
2,2.43,176.6
2,1.05,176.6
2,1.30,176.6
2,1.45,176.6
2,2.39,176.6
2,1.26,176.6
2,1.22,176.6
2,0.16,176.6
2,0.38,177.8
2,0.38,177.8
2,1.33,177.8
2,1.33,177.8
2,1.12,177.8
2,1.12,177.8
2,1.05,177.8
2,1.05,177.8
2,1.82,177.8
2,1.82,177.8
2,1.51,177.8
2,1.51,177.8
2,1.33,177.8
2,1.33,177.8
2,1.19,177.8
2,1.19,177.8
2,2.79,177.8
2,2.79,177.8
2,-0.96,177.8
2,-0.96,177.8
2,-0.37,177.8
2,-0.37,177.8
2,0.02,177.8
2,0.02,177.8
2,-0.11,177.8
2,-0.11,177.8
2,0.21,177.8
2,0.21,177.8
2,-0.73,177.8
2,-0.73,177.8
2,-0.17,177.8
2,-0.17,177.8
2,0.42,177.8
2,0.49,177.8
2,1.83,179
2,1.83,179
2,1.80,179
2,1.80,179
2,1.60,179
2,1.60,179
2,0.86,179
2,0.86,179
2,1.67,179
2,1.67,179
2,1.57,179
2,1.57,179
2,1.49,179
2,1.49,179
2,1.25,179
2,1.25,179
2,1.12,179
2,1.12,179
2,0.59,179
2,0.59,179
2,2.06,180.5
2,1.92,180.5
2,1.34,180.5
2,-0.12,180.5
2,1.21,180.5
2,0.09,180.5
2,0.44,180.5
2,0.85,180.5
2,-0.28,180.5
2,0.37,180.5
2,-0.41,180.5
2,0.11,180.5
2,0.76,180.5
2,0.86,180.5
2,0.66,180.5
2,0.51,180.5
2,-0.05,180.5
2,0.20,180.5
2,2.03,180.5
2,2.20,180.5
2,2.06,180.5
2,1.92,180.5
2,1.34,180.5
2,-0.12,180.5
2,1.21,180.5
2,0.09,180.5
2,0.44,180.5
2,0.85,180.5
2,-0.28,180.5
2,0.37,180.5
2,-0.41,180.5
2,0.11,180.5
2,0.76,180.5
2,0.86,180.5
2,0.66,180.5
2,0.51,180.5
2,-0.05,180.5
2,0.20,180.5
2,2.03,180.5
2,2.11,180.5
2,2.11,180.5
2,1.14,180.5
2,1.14,180.5
2,1.78,180.5
2,1.78,180.5
2,1.57,180.5
2,1.57,180.5
2,0.96,180.5
2,1.38,180.5
2,1.38,180.5
2,0.96,180.5
2,0.48,180.5
2,0.48,180.5
2,1.10,180.5
2,1.10,180.5
2,0.30,180.5
2,0.30,180.5
2,1.29,180.5
2,1.29,180.5
2,1.45,180.5
2,1.45,180.5
2,2.08,180.5
2,2.08,180.5
2,1.34,180.5
2,1.34,180.5
2,1.85,180.5
2,1.85,180.5
2,1.16,180.5
2,1.02,180.5
2,1.52,180.5
3,1.17,169.9
3,1.17,169.9
3,0.74,169.9
3,0.74,169.9
3,0.82,169.9
3,0.82,169.9
3,0.76,169.9
3,0.76,169.9
3,0.80,169.9
3,0.87,169.9
3,0.80,169.9
3,0.87,169.9
3,0.75,169.9
3,0.75,169.9
3,0.49,169.9
3,0.49,169.9
3,0.92,169.9
3,0.92,169.9
3,0.67,170.1
3,0.67,170.1
3,0.56,170.1
3,0.56,170.1
3,0.44,170.1
3,0.44,170.1
3,1.35,170.1
3,1.35,170.1
3,0.72,170.1
3,0.72,170.1
3,0.54,170.1
3,0.54,170.1
3,1.05,170.1
3,1.05,170.1
3,0.56,170.1
3,1.35,170.1
3,0.44,170.1
3,0.72,170.1
3,1.05,170.1
3,0.54,170.1
3,1.66,170.6
3,1.66,170.6
3,1.55,170.6
3,1.55,170.6
3,0.76,170.6
3,0.76,170.6
3,1.01,170.6
3,1.01,170.6
3,1.23,170.6
3,1.23,170.6
3,0.68,170.6
3,0.68,170.6
3,1.66,170.6
3,1.66,170.6
3,0.61,170.6
3,0.61,170.6
3,1.64,170.6
3,1.64,170.6
3,1.78,170.6
3,1.78,170.6
3,0.57,170.6
3,0.57,170.6
3,1.09,170.6
3,1.09,170.6
3,1.37,170.6
3,1.37,170.6
3,1.66,170.6
3,1.01,170.6
3,0.61,170.6
3,1.66,170.6
3,0.57,170.6
3,1.09,170.6
3,0.65,170.6
3,0.65,170.6
3,-0.01,170.6
3,-0.01,170.6
3,1.69,170.6
3,1.69,170.6
3,0.83,170.6
3,0.83,170.6
3,1.71,170.6
3,1.71,170.6
3,-0.01,170.8
3,-0.01,170.8
3,0.12,170.8
3,0.12,170.8
3,-0.01,170.8
3,0.12,170.8
3,-0.20,170.8
3,-0.20,170.8
3,1.28,170.8
3,1.28,170.8
3,-0.41,170.8
3,-0.41,170.8
3,1.08,170.8
3,1.08,170.8
3,-0.27,170.8
3,-0.27,170.8
3,0.29,170.8
3,0.29,170.8
3,0.69,170.8
3,0.69,170.8
3,0.64,171.2
3,0.64,171.2
3,0.00,171.2
3,0.00,171.2
3,0.66,171.2
3,0.66,171.2
3,0.95,171.2
3,0.95,171.2
3,-0.94,171.2
3,-0.94,171.2
3,-0.63,171.2
3,-0.63,171.2
3,0.53,171.2
3,0.53,171.2
3,0.72,171.2
3,0.72,171.2
3,-0.87,171.2
3,-0.87,171.2
3,1.18,171.2
3,1.18,171.2
3,0.39,171.2
3,0.39,171.2
3,0.66,171.2
3,0.66,171.2
3,-1.30,171.2
3,-1.30,171.2
3,1.88,171.2
3,1.88,171.2
3,-0.09,171.2
3,-0.09,171.2
3,0.01,171.2
3,0.01,171.2
3,0.11,171.2
3,0.11,171.2
3,1.43,171.2
3,1.43,171.2
3,-0.25,171.2
3,-0.25,171.2
3,0.64,171.2
3,0.64,171.2
3,-0.01,171.2
3,-0.01,171.2
3,1.06,171.6
3,1.06,171.6
3,-0.44,171.6
3,-0.44,171.6
3,0.11,171.6
3,0.11,171.6
3,0.66,171.6
3,0.66,171.6
3,1.21,171.6
3,1.21,171.6
3,0.19,171.6
3,0.19,171.6
3,-0.66,171.6
3,-0.66,171.6
3,1.14,171.6
3,1.14,171.6
3,0.66,171.6
3,0.66,171.6
3,0.65,171.6
3,0.65,171.6
3,0.70,171.6
3,0.70,171.6
3,0.89,172.1
3,0.89,172.1
3,1.45,172.1
3,1.45,172.1
3,-0.32,173.6
3,-0.32,173.6
3,1.11,173.6
3,1.11,173.6
3,-0.40,173.6
3,-0.40,173.6
3,1.67,173.6
3,1.67,173.6
3,1.66,173.6
3,1.66,173.6
3,0.35,173.6
3,0.35,173.6
3,1.00,173.6
3,1.00,173.6
3,0.61,173.6
3,0.61,173.6
3,-0.62,173.6
3,-0.62,173.6
3,0.30,173.6
3,0.30,173.6
3,1.13,173.6
3,1.13,173.6
3,1.50,173.6
3,1.50,173.6
3,-0.50,173.6
3,-0.50,173.6
3,-0.09,175.2
3,-0.09,175.2
3,-0.62,175.2
3,-0.62,175.2
3,0.90,175.2
3,0.90,175.2
3,-0.80,175.2
3,-0.80,175.2
3,0.60,175.2
3,0.60,175.2
3,-0.70,175.2
3,-0.70,175.2
3,1.60,175.2
3,1.60,175.2
3,0.20,175.2
3,0.20,175.2
3,0.00,175.2
3,0.00,175.2
3,0.30,175.2
3,0.30,175.2
3,0.10,175.2
3,0.10,175.2
3,0.80,176.6
3,0.80,176.6
3,-0.40,176.6
3,-0.40,176.6
3,0.30,176.6
3,0.30,176.6
3,0.80,176.6
3,0.80,176.6
3,0.00,176.6
3,0.00,176.6
3,0.10,176.6
3,0.10,176.6
3,0.10,176.6
3,0.10,176.6
3,0.30,176.6
3,0.30,176.6
3,0.00,176.6
3,0.00,176.6
3,0.30,176.6
3,0.30,176.6
3,1.50,176.6
3,1.50,176.6
3,-0.80,176.6
3,-0.80,176.6
3,-0.40,176.6
3,-0.40,176.6
3,-0.20,176.6
3,-0.20,176.6
3,0.20,176.6
3,0.20,176.6
3,0.10,176.6
3,0.10,176.6
3,-0.60,176.6
3,-0.60,176.6
3,0.20,176.6
3,0.20,176.6
3,0.10,176.6
3,0.10,176.6
3,0.50,176.6
3,0.50,176.6
3,0.20,176.6
3,0.20,176.6
3,0.20,176.6
3,0.20,176.6
3,-0.80,176.6
3,-0.80,176.6
3,-0.20,176.6
3,-0.20,176.6
3,0.30,176.6
3,0.30,176.6
3,-0.40,176.6
3,-0.40,176.6
3,1.10,176.6
3,1.10,176.6
3,0.60,176.6
3,0.60,176.6
3,0.80,176.6
3,0.80,176.6
3,0.60,176.6
3,0.60,176.6
3,0.20,176.6
3,0.20,176.6
3,0.40,176.6
3,0.40,176.6
3,0.40,176.6
3,0.40,176.6
3,-0.10,176.6
3,-0.10,176.6
3,1.10,176.6
3,1.10,176.6
3,-0.90,176.6
3,-0.90,176.6
3,0.30,176.6
3,0.30,176.6
3,0.10,176.6
3,0.10,176.6
3,-0.60,176.6
3,-0.60,176.6
3,-0.20,177.8
3,-0.20,177.8
3,0.00,177.8
3,0.00,177.8
3,0.60,177.8
3,0.60,177.8
3,-0.20,177.8
3,-0.20,177.8
3,-0.80,177.8
3,-0.80,177.8
3,-0.20,177.8
3,-0.20,177.8
3,0.70,177.8
3,0.70,177.8
3,-0.10,177.8
3,-0.10,177.8
3,0.50,177.8
3,0.50,177.8
3,0.30,177.8
3,0.30,177.8
3,0.60,177.8
3,0.60,177.8
3,0.20,177.8
3,0.20,177.8
3,1.00,177.8
3,1.00,177.8
3,-0.40,177.8
3,-0.40,177.8
3,0.70,177.8
3,0.70,177.8
3,0.70,177.8
3,0.70,177.8
3,-0.40,177.8
3,-0.40,177.8
3,0.90,177.8
3,0.90,177.8
3,1.10,177.8
3,1.10,177.8
3,0.30,179
3,0.30,179
3,0.20,179
3,0.20,179
3,0.50,179
3,0.50,179
3,1.40,179
3,1.40,179
3,0.50,179
3,0.50,179
3,0.50,179
3,0.50,179
3,1.70,179
3,1.70,179
3,1.60,179
3,1.60,179
3,1.30,179
3,1.30,179
3,1.70,179
3,1.70,179
3,0.00,179
3,0.00,179
3,1.70,179
3,1.70,179
3,1.30,179
3,1.30,179
3,1.00,179
3,1.00,179
3,1.70,179
3,1.70,179
3,0.80,179
3,0.80,179
3,0.80,179
3,0.80,179
3,0.40,179
3,0.40,179
3,1.00,179
3,1.00,179
3,0.40,179
3,0.40,179
3,0.40,179
3,0.40,179
3,1.60,179
3,1.60,179
3,1.60,179
3,1.60,179
3,0.00,179
3,0.00,179
3,1.40,179
3,1.40,179
3,1.10,179
3,1.10,179
3,0.70,179
3,0.70,179
3,1.60,179
3,1.60,179
3,1.00,179
3,1.00,179
3,1.70,179
3,1.70,179
3,1.07,180.5
3,1.07,180.5
3,-0.30,180.5
3,-0.30,180.5
3,1.60,180.5
3,1.60,180.5
3,0.20,180.5
3,0.20,180.5
3,0.50,180.5
3,0.50,180.5
3,1.30,180.5
3,1.30,180.5
3,0.80,180.5
3,0.80,180.5
3,0.30,180.5
3,0.30,180.5
3,1.60,180.5
3,1.60,180.5
3,0.70,180.5
3,0.70,180.5
3,0.90,180.5
3,0.90,180.5
3,1.20,180.5
3,1.20,180.5
3,1.40,180.5
3,1.40,180.5
3,1.60,180.5
3,1.60,180.5
3,1.60,180.5
3,1.60,180.5
3,2.10,180.5
3,2.10,180.5
3,1.40,180.5
3,1.40,180.5
3,0.20,180.5
3,0.20,180.5
3,1.80,180.5
3,1.80,180.5
3,1.50,180.5
3,1.50,180.5
3,1.50,180.5
3,1.50,180.5
3,1.30,180.5
3,1.30,180.5
3,2.00,180.5
3,2.00,180.5
3,0.40,180.5
3,0.40,180.5
3,0.80,180.5
3,0.80,180.5
3,1.50,180.5
3,1.50,180.5
3,1.40,180.5
3,1.40,180.5
3,0.80,180.5
3,0.80,180.5
3,2.00,180.5
3,2.00,180.5
3,1.10,180.5
3,1.10,180.5
3,1.70,180.5
3,1.70,180.5
3,-0.10,180.5
3,-0.10,180.5
5,0.74,144.1
5,0.71,144.1
5,0.61,144.9
5,-0.45,145.9
5,0.23,145.9
5,-0.2,145.9
5,-0.3,145.9
5,-0.19,145.9
5,-1.1,145.9
5,-0.65,145.9
5,-0.6,145.9
5,0,145.9
5,0.25,145.9
5,0.77,145.9
5,0.42,145.9
5,0.8,145.9
5,0.27,145.9
5,0.04,145.9
5,0.55,145.9
5,-0.25,145.9
5,0.51,145.9
5,-0.26,145.9
5,-0.04,145.9
5,-0.07,145.9
5,0.83,145.9
5,0.23,145.9
5,-0.75,145.9
5,1.6,145.9
5,0.2,145.9
5,0.62,145.9
5,0.45,145.9
5,-0.43,145.9
5,-0.67,145.9
5,-0.08,145.9
5,0.52,145.9
5,-0.68,145.9
5,0.36,145.9
5,0.55,145.9
5,0.53,145.9
5,-0.62,145.9
5,1.32,145.9
5,0.66,147
5,1.42,147
5,0.2,147
5,0.22,147
5,0.13,147
5,0.31,147
5,0.86,147
5,-0.11,147
5,1.25,147
5,-0.18,147
5,-0.13,147
5,1.26,147
5,0.91,147
5,-0.44,147
5,-0.63,147
5,0.89,147
5,0.44,147
5,1.47,148.9
5,1.19,148.9
5,1,148.9
5,0.8,148.9
5,1.08,148.9
5,1.2,148.9
5,0.39,149.7
5,0.15,149.7
5,0.85,149.7
5,0.56,149.7
5,0.58,149.7
5,1.77,149.7
5,1.25,149.7
5,0.96,149.7
5,1.46,149.7
5,0.08,149.7
5,0.55,149.7
5,2.23,149.7
5,1.44,149.7
5,0.62,149.7
5,-0.29,149.7
5,1.18,150.7
5,2.12,150.7
5,3.07,150.7
5,1.57,150.7
5,0.53,150.7
5,0.81,150.7
5,1.11,152.8
5,0.94,152.8
5,2.28,152.8
5,2.4,152.8
5,2.17,153
5,2.88,153
5,2.72,153
5,2.54,153
5,2.37,153
5,2.77,153
5,1.58,153
5,2.43,153
5,2.57,153.9
5,3.08,153.9
5,2.19,153.9
5,2.97,153.9
5,1.78,153.9
5,2.51,153.9
5,2.55,153.9
5,3.32,153.9
5,2.55,153.9
5,2.24,153.9
5,1.57,153.9
5,1.21,154.2
5,2.23,155.8
5,2.81,155.8
5,2.03,155.8
5,1.73,155.8
5,1.36,155.8
5,1.78,155.8
5,2.28,155.8
5,1.8,155.8
5,2.27,155.8
5,0.98,156.1
5,1.51,156.1
5,1.86,157.1
5,2.47,157.1
5,2.93,157.1
5,2.25,157.1
5,2.28,157.1
5,2.81,157.1
5,1.79,157.7
5,1.14,157.7
5,2.48,157.7
5,1.06,157.9
5,2.74,158
5,2.16,158
5,0.99,158
5,2.2,158
5,2.07,158
5,1.76,158
5,2.03,158
5,3.19,158.3
5,2.64,158.3
5,2.29,158.3
5,2.28,158.3
5,3.02,158.3
5,2.23,158.3
5,1.85,158.3
5,3.24,158.3
5,2.78,158.3
5,2.57,158.3
5,2.23,158.3
5,2.95,158.3
5,2.99,158.3
5,0.31,158.3
5,2.26,158.3
5,3.21,158.8
5,2.68,158.8
5,1.05,158.8
5,2.95,158.8
5,2.34,158.8
5,2.57,158.8
5,3.51,158.8
5,2.45,158.8
5,3.62,158.8
5,2.61,158.8
5,2.99,158.8
5,2.54,158.8
5,2.72,158.8
5,1.59,158.8
5,2.56,158.8
5,2.41,158.8
5,2.81,158.8
5,1.42,158.8
5,3.31,158.8
5,3,158.8
5,3.19,158.8
5,2.6,158.8
5,2.5,158.8
5,3.64,158.8
5,2.43,159.4
5,2.12,159.4
5,2.35,159.4
5,2.82,159.4
5,3.08,159.4
5,2.8,159.4
5,2.63,159.4
5,2.71,160.6
5,2.54,160.6
5,2.18,160.6
5,2.75,160.6
5,2.75,160.6
5,3.39,160.6
5,3.15,160.6
5,2.44,160.6
5,2.06,160.6
5,2.69,160.6
5,2.44,160.6
5,2.32,160.6
5,2.59,160.6
5,2.82,160.6
5,2.65,160.6
5,1.94,160.6
5,2.73,160.6
5,3.08,160.6
5,1.87,160.6
5,2.55,160.6
5,1.86,160.6
5,2.95,160.6
5,2.57,160.6
5,1.92,160.6
5,3.07,160.6
5,1.9,160.6
5,3.73,160.6
5,2.9,160.6
5,2.91,160.6
5,3.38,160.6
5,2.27,160.6
5,3.76,160.6
5,2.8,160.6
5,2.86,161.5
5,3.46,161.5
5,3.16,161.5
5,2.75,162
5,1.65,162
5,2.38,162
5,2.88,162
5,2.73,162
5,2.07,162
5,2.05,162
5,2.6,162
5,3.16,162
5,1.82,162
5,1.51,162
5,2.13,162
5,3.41,162
5,2.59,162
5,3.15,162
5,2.86,162.7
5,2.44,162.7
5,1.89,162.7
5,1.20,162.7
5,2.50,162.7
5,2.82,162.7
5,2.75,162.7
5,2.80,162.7
5,3.23,162.7
5,2.73,162.7
5,3.46,163.1
5,3.68,163.1
5,3.05,163.1
5,2.93,163.1
6,1.31,149
6,2.49,149
6,-0.28,149
6,2.42,149
6,0.83,153
6,1.60,153.9
6,0.92,153.9
6,1.45,153.9
6,0.57,157.1
6,1.31,157.1
6,2.25,158
6,2.31,158
6,2.73,158.3
6,3.10,158.8
6,1.03,158.8
6,0.98,179
6,-0.60,179
6,-0.02,179
4,-0.35,146.3
4,-1.37,146.3
4,-0.30,146.3
4,0.20,146.5
4,-0.07,146.5
4,-0.23,146.5
4,0.73,146.7
4,-0.02,146.7
4,0.24,146.7
4,-0.52,146.7
4,1.60,147
4,0.63,147
4,0.09,147
4,0.49,147
4,1.41,147
4,0.81,147
4,0.09,147.2
4,0.77,147.2
4,-0.10,147.2
4,-0.15,147.2
4,-0.96,148.1
4,0.07,148.1
4,-1.25,148.1
4,1.71,151.6
4,1.23,151.6
4,0.60,151.6
4,-1.08,155.8
4,-0.49,155.8
4,0.09,155.8
4,0.64,158
4,0.15,158
4,0.23,158
4,4.95,158.3
4,4.57,158.3
4,3.11,158.3
4,1.72,162
4,2.00,162
4,1.44,162
4,2.89,162.7
4,2.16,162.7
4,1.14,162.7
4,2.41,162.7
4,2.45,162.7
4,1.02,162.7
4,1.45,162.7
4,2.82,163.4
4,2.51,163.4
4,1.85,163.4
4,2.99,163.4
4,3.52,163.4
4,2.98,163.4
4,3.13,163.4
4,1.96,163.4
4,1.61,163.4
4,3.48,163.4
4,2.55,163.4
4,2.43,163.4
4,3.50,163.4
4,2.97,163.4
4,2.93,163.4
4,1.20,163.7
4,2.69,163.7
4,1.58,163.7
4,3.25,163.7
4,4.63,163.7
4,2.84,163.7
4,2.85,164.2
4,1.77,164.2
4,1.65,164.2
4,2.00,164.2
4,3.35,164.2
4,3.77,164.2
4,1.72,164.2
4,4.54,165.4
4,5.22,165.4
4,3.87,165.4
4,2.25,165.8
4,2.58,165.8
4,2.74,165.8
4,2.71,166.6
4,2.78,166.6
4,2.58,166.6
4,1.96,166.6
4,1.58,166.6
4,3.37,166.6
4,2.01,167.1
4,1.31,167.1
4,2.72,167.1
4,3.06,167.1
4,2.68,167.1
4,2.54,167.1
4,4.19,167.1
4,3.30,167.1
4,1.58,167.1
4,1.63,167.1
4,1.53,167.1
4,1.87,167.6
4,1.60,167.6
4,1.96,167.6
4,1.82,167.6
4,3.57,167.6
4,2.23,167.6
4,2.45,167.6
4,1.85,167.6
4,1.14,167.6
4,2.11,167.6
4,2.56,167.6
4,1.63,167.6
4,2.88,167.6
4,2.28,167.9
4,2.93,167.9
4,1.68,167.9
4,1.52,167.9
4,0.69,168.7
4,0.38,168.7
4,1.29,168.7
4,1.35,168.7
4,1.44,168.7
4,1.21,168.7
4,2.66,168.7
4,1.99,168.7
4,1.62,168.7
4,3.49,168.7
4,3.37,168.7
4,2.94,168.7
4,1.67,168.7
4,1.49,168.7
4,1.28,168.7
4,2.86,168.7
4,2.64,168.7
4,2.36,168.7
4,2.02,168.7
4,1.24,168.7
4,1.42,168.7
4,2.17,168.7
4,2.45,168.7
4,1.89,168.7
4,1.20,168.7
4,1.92,168.7
4,2.26,168.7
4,2.83,168.7
4,0.64,168.7
4,0.93,168.7
4,1.14,168.7
4,0.69,168.7
4,0.69,168.7
4,0.87,168.7
4,1.83,168.7
4,0.67,168.7
4,2.01,168.7
4,1.97,168.7
4,1.58,168.7
4,0.44,168.7
4,1.73,168.7
4,1.29,168.7
4,2.42,168.7
4,2.31,168.7
4,2.05,168.7
4,2.03,168.7
4,2.85,168.7
4,1.44,168.7
4,1.94,168.7
4,1.31,168.7
4,1.52,168.7
4,0.82,168.7
4,1.76,168.7
4,0.61,168.7
4,2.09,168.7
4,2.78,168.7
4,2.03,168.7
4,2.10,168.7
4,1.41,168.7
4,1.92,168.7
4,1.52,168.7
4,1.57,168.7
4,1.68,168.7
4,1.92,168.7
4,1.96,168.7
4,2.85,170
4,3.92,170
4,2.58,170
4,1.35,170
4,1.24,170
4,2.56,170
4,1.89,170
4,3.16,170
