region number,d18O,Age
1,-2.09,145
1,-2.09,145
1,-1.17,145
1,-1.17,145
1,-1.47,145.7
1,-1.47,145.7
1,-1.76,146.8
1,-1.76,146.8
1,-1.24,146.8
1,-1.24,146.8
1,0.06,147.2
1,0.06,147.2
1,0.93,147.2
1,0.93,147.2
1,-0.70,147.7
1,-0.70,147.7
1,-0.11,147.7
1,-0.11,147.7
1,-0.39,149
1,-0.39,149
1,-0.76,150.7
1,-0.76,150.7
1,-2.07,152.8
1,-2.07,152.8
1,-1.85,152.8
1,-1.85,152.8
1,-1.53,152.8
1,-1.53,152.8
1,-1.48,152.8
1,-1.48,152.8
1,-1.41,152.8
1,-1.41,152.8
1,-1.39,152.8
1,-1.39,152.8
1,-1.26,152.8
1,-1.26,152.8
1,-1.23,152.8
1,-1.23,152.8
1,-1.23,152.8
1,-1.23,152.8
1,-1.22,152.8
1,-1.22,152.8
1,-1.16,152.8
1,-1.16,152.8
1,-1.11,152.8
1,-1.11,152.8
1,-0.81,152.8
1,-0.81,152.8
1,-0.67,152.8
1,-0.67,152.8
1,-0.66,152.8
1,-0.66,152.8
1,-0.65,152.8
1,-0.65,152.8
1,-0.53,152.8
1,-0.53,152.8
1,-0.49,152.8
1,-0.49,152.8
1,-0.45,152.8
1,-0.45,152.8
1,-0.41,152.8
1,-0.41,152.8
1,-0.25,152.8
1,-0.25,152.8
1,-0.23,152.8
1,-0.23,152.8
1,0.08,152.8
1,0.08,152.8
1,0.09,152.8
1,0.09,152.8
1,0.09,152.8
1,0.09,152.8
1,0.44,152.8
1,0.44,152.8
1,0.62,152.8
1,0.62,152.8
1,-2.08,154.2
1,-2.08,154.2
1,1.24,154.2
1,1.24,154.2
1,-1.88,154.2
1,-1.88,154.2
1,-1.70,154.2
1,-1.70,154.2
1,-1.68,154.2
1,-1.68,154.2
1,-1.48,154.2
1,-1.47,154.2
1,-1.47,154.2
1,-1.15,154.2
1,-1.13,154.2
1,-1.13,154.2
1,-1.09,154.2
1,-1.09,154.2
1,-0.86,154.2
1,-0.71,154.2
1,-0.71,154.2
1,-0.64,154.2
1,-0.64,154.2
1,-0.62,154.2
1,-0.62,154.2
1,-0.61,154.2
1,-0.61,154.2
1,-0.61,154.2
1,-0.58,154.2
1,-0.58,154.2
1,-0.57,154.2
1,-0.57,154.2
1,-0.53,154.2
1,-0.53,154.2
1,-0.52,154.2
1,-0.52,154.2
1,-0.51,154.2
1,-0.51,154.2
1,-0.50,154.2
1,-0.49,154.2
1,-0.49,154.2
1,-0.47,154.2
1,-0.47,154.2
1,-0.46,154.2
1,-0.46,154.2
1,-0.44,154.2
1,-0.44,154.2
1,-0.43,154.2
1,-0.43,154.2
1,-0.36,154.2
1,-0.36,154.2
1,-0.35,154.2
1,-0.35,154.2
1,-0.35,154.2
1,-0.35,154.2
1,-0.29,154.2
1,-0.29,154.2
1,-0.19,154.2
1,-0.17,154.2
1,-0.17,154.2
1,-0.16,154.2
1,-0.16,154.2
1,-0.14,154.2
1,-0.14,154.2
1,-0.07,154.2
1,-0.07,154.2
1,-0.06,154.2
1,-0.06,154.2
1,-0.05,154.2
1,-0.05,154.2
1,-0.03,154.2
1,-0.03,154.2
1,0.03,154.2
1,0.03,154.2
1,0.09,154.2
1,0.09,154.2
1,0.11,154.2
1,0.11,154.2
1,0.30,154.2
1,0.30,154.2
1,0.32,154.2
1,0.32,154.2
1,0.65,154.2
1,0.65,154.2
1,0.73,154.2
1,0.73,154.2
1,-2.07,155.8
1,-2.07,155.8
1,-1.68,155.8
1,-1.68,155.8
1,-1.52,155.8
1,-1.52,155.8
1,-1.00,155.8
1,-1.00,155.8
1,-0.85,155.8
1,-0.85,155.8
1,-0.79,155.8
1,-0.79,155.8
1,-0.12,155.8
1,-0.12,155.8
1,0.04,155.8
1,0.04,155.8
1,0.05,155.8
1,0.05,155.8
1,0.07,155.8
1,0.07,155.8
1,0.13,155.8
1,0.13,155.8
1,0.16,155.8
1,0.16,155.8
1,0.25,155.8
1,0.25,155.8
1,0.40,155.8
1,0.40,155.8
1,0.12,156.1
1,0.12,156.1
1,0.29,156.1
1,0.29,156.1
1,-1.69,157.1
1,-1.69,157.1
1,-1.01,157.1
1,-1.01,157.1
1,-0.98,157.1
1,-0.98,157.1
1,-0.86,157.1
1,-0.86,157.1
1,-0.40,157.1
1,-0.40,157.1
1,-0.38,157.1
1,-0.38,157.1
1,-0.37,157.1
1,-0.37,157.1
1,-0.18,157.1
1,-0.18,157.1
1,-0.13,157.1
1,-0.13,157.1
1,-0.11,157.1
1,-0.11,157.1
1,0.24,157.1
1,0.24,157.1
1,0.36,157.1
1,0.36,157.1
1,0.38,157.1
1,0.38,157.1
1,0.41,157.1
1,0.41,157.1
1,0.45,157.1
1,0.45,157.1
1,0.52,157.1
1,0.52,157.1
1,-1.21,157.6
1,-1.21,157.6
1,-0.26,157.6
1,-0.26,157.6
1,-0.97,157.7
1,-0.97,157.7
1,-0.85,157.7
1,-0.85,157.7
1,-0.71,157.7
1,-0.71,157.7
1,-0.12,157.7
1,-0.12,157.7
1,-0.02,157.7
1,-0.02,157.7
1,0.21,157.7
1,0.21,157.7
1,0.22,157.7
1,0.22,157.7
1,0.23,157.7
1,0.23,157.7
1,0.33,157.7
1,0.33,157.7
1,0.45,157.7
1,0.45,157.7
1,0.68,157.7
1,0.68,157.7
1,0.75,157.7
1,0.75,157.7
1,-0.52,158
1,-0.52,158
1,-0.37,158
1,-0.37,158
1,-0.01,158
1,1.20,158
1,1.20,158
1,-1.05,158.2
1,-1.05,158.2
1,-1.32,158.3
1,-1.32,158.3
1,-1.19,158.3
1,-1.19,158.3
1,-0.81,158.3
1,-0.81,158.3
1,-0.76,158.3
1,-0.76,158.3
1,-0.72,158.3
1,-0.72,158.3
1,-0.71,158.3
1,-0.71,158.3
1,-0.66,158.3
1,-0.66,158.3
1,-0.40,158.3
1,-0.40,158.3
1,-0.35,158.3
1,-0.24,158.3
1,-0.24,158.3
1,0.03,158.3
1,0.03,158.3
1,0.06,158.3
1,0.06,158.3
1,0.63,158.3
1,0.63,158.3
1,-0.55,158.3
1,-0.55,158.3
1,-0.49,158.3
1,-0.49,158.3
1,-0.34,158.3
1,-0.34,158.3
1,-0.26,158.3
1,-0.26,158.3
1,-0.17,158.3
1,-0.17,158.3
1,-0.07,158.3
1,-0.07,158.3
1,-0.06,158.3
1,-0.06,158.3
1,-0.03,158.3
1,-0.03,158.3
1,0.18,158.3
1,0.18,158.3
1,0.22,158.3
1,0.22,158.3
1,0.50,158.3
1,0.50,158.3
1,-0.35,158.8
1,-3.51,158.8
1,-3.51,158.8
1,-1.02,158.8
1,-1.02,158.8
1,-0.84,158.8
1,-0.84,158.8
1,-0.79,158.8
1,-0.79,158.8
1,-0.69,158.8
1,-0.69,158.8
1,-0.64,158.8
1,-0.64,158.8
1,-0.61,158.8
1,-0.61,158.8
1,-0.59,158.8
1,-0.59,158.8
1,-0.59,158.8
1,-0.59,158.8
1,-0.38,158.8
1,-0.38,158.8
1,-0.27,158.8
1,-0.27,158.8
1,-0.27,158.8
1,-0.27,158.8
1,-0.09,158.8
1,-0.09,158.8
1,0.07,158.8
1,0.07,158.8
1,0.11,158.8
1,0.11,158.8
1,0.20,158.8
1,0.20,158.8
1,0.20,158.8
1,0.20,158.8
1,0.21,158.8
1,0.21,158.8
1,0.24,158.8
1,0.24,158.8
1,0.26,158.8
1,0.26,158.8
1,0.27,158.8
1,0.27,158.8
1,0.27,158.8
1,0.27,158.8
1,0.34,158.8
1,0.34,158.8
1,0.41,158.8
1,0.41,158.8
1,0.42,158.8
1,0.42,158.8
1,0.43,158.8
1,0.43,158.8
1,0.50,158.8
1,0.50,158.8
1,0.62,158.8
1,0.62,158.8
1,0.62,158.8
1,0.62,158.8
1,0.66,158.8
1,0.66,158.8
1,0.67,158.8
1,0.67,158.8
1,0.75,158.8
1,0.75,158.8
1,0.80,158.8
1,0.80,158.8
1,0.81,158.8
1,0.81,158.8
1,0.83,158.8
1,0.83,158.8
1,0.85,158.8
1,0.85,158.8
1,0.93,158.8
1,0.93,158.8
1,0.95,158.8
1,0.95,158.8
1,1.09,158.8
1,1.09,158.8
1,1.30,158.8
1,1.30,158.8
1,-1.45,159.4
1,-1.45,159.4
1,-1.25,159.4
1,-1.25,159.4
1,-0.93,159.4
1,-0.93,159.4
1,-0.52,159.4
1,-0.52,159.4
1,-0.48,159.4
1,-0.48,159.4
1,-0.35,159.4
1,-0.35,159.4
1,-0.28,159.4
1,-0.28,159.4
1,-0.27,159.4
1,-0.27,159.4
1,-0.02,159.4
1,-0.02,159.4
1,0.00,159.4
1,0.00,159.4
1,0.01,159.4
1,0.01,159.4
1,0.14,159.4
1,0.14,159.4
1,0.14,159.4
1,0.14,159.4
1,0.15,159.4
1,0.15,159.4
1,0.22,159.4
1,0.22,159.4
1,0.23,159.4
1,0.23,159.4
1,0.26,159.4
1,0.26,159.4
1,0.33,159.4
1,0.33,159.4
1,0.41,159.4
1,0.41,159.4
1,0.42,159.4
1,0.42,159.4
1,0.50,159.4
1,0.50,159.4
1,0.52,159.4
1,0.52,159.4
1,0.61,159.4
1,0.61,159.4
1,0.69,159.4
1,0.69,159.4
1,0.72,159.4
1,0.72,159.4
1,0.82,159.4
1,0.82,159.4
1,0.89,159.4
1,0.89,159.4
1,0.92,159.4
1,0.92,159.4
1,1.02,159.4
1,1.02,159.4
1,1.09,159.4
1,1.09,159.4
1,1.16,159.4
1,1.16,159.4
1,1.30,159.4
1,1.30,159.4
1,-0.71,160.6
1,-0.71,160.6
1,-0.55,160.6
1,-0.55,160.6
1,-0.17,160.6
1,-0.17,160.6
1,-0.39,160.6
1,-0.39,160.6
1,0.48,160.6
1,0.48,160.6
1,0.62,160.6
1,0.62,160.6
1,0.77,160.6
1,0.77,160.6
1,0.87,160.6
1,0.87,160.6
1,0.90,160.6
1,0.90,160.6
1,1.21,160.6
1,1.21,160.6
1,1.24,160.6
1,1.24,160.6
1,1.26,160.6
1,1.26,160.6
1,1.43,160.6
1,1.43,160.6
1,-0.95,162
1,-0.95,162
1,-0.74,162
1,-0.74,162
1,-0.65,162
1,-0.65,162
1,-0.54,162
1,-0.54,162
1,-0.35,162
1,-0.35,162
1,0.14,162
1,0.14,162
1,0.16,162
1,0.16,162
1,0.24,162
1,0.24,162
1,0.27,162
1,0.27,162
1,0.27,162
1,0.27,162
1,0.32,162
1,0.32,162
1,0.35,162
1,0.35,162
1,-0.37,162.7
1,-0.37,162.7
1,-0.04,162.7
1,-0.04,162.7
1,-0.02,162.7
1,-0.02,162.7
1,0.16,162.7
1,0.16,162.7
1,0.45,162.7
1,0.45,162.7
1,0.75,162.7
1,0.75,162.7
1,0.97,162.7
1,0.97,162.7
1,1.16,162.7
1,1.16,162.7
1,1.34,162.7
1,1.34,162.7
1,1.35,162.7
1,1.35,162.7
1,1.71,162.7
1,1.71,162.7
1,1.72,162.7
1,1.72,162.7
1,1.76,162.7
1,1.76,162.7
1,2.19,162.7
1,2.19,162.7
1,0.09,163.1
1,0.09,163.1
1,0.23,163.1
1,0.23,163.1
1,0.25,163.1
1,0.25,163.1
1,1.14,163.1
1,1.14,163.1
1,1.24,163.1
1,1.24,163.1
1,-0.06,163.1
1,-0.06,163.1
1,-1.66,163.4
1,-1.66,163.4
1,-1.57,163.4
1,-1.57,163.4
1,-1.56,163.4
1,-1.56,163.4
1,-1.53,163.4
1,-1.53,163.4
1,-1.50,163.4
1,-1.50,163.4
1,-1.32,163.4
1,-1.32,163.4
1,-1.31,163.4
1,-1.31,163.4
1,-1.29,163.4
1,-1.29,163.4
1,-1.29,163.4
1,-1.29,163.4
1,-1.28,163.4
1,-1.28,163.4
1,-1.28,163.4
1,-1.28,163.4
1,-1.25,163.4
1,-1.25,163.4
1,-1.21,163.4
1,-1.21,163.4
1,-1.20,163.4
1,-1.20,163.4
1,-1.18,163.4
1,-1.18,163.4
1,-1.16,163.4
1,-1.16,163.4
1,-1.14,163.4
1,-1.14,163.4
1,-1.02,163.4
1,-1.02,163.4
1,-1.00,163.4
1,-1.00,163.4
1,-0.97,163.4
1,-0.97,163.4
1,-0.95,163.4
1,-0.95,163.4
1,-0.93,163.4
1,-0.93,163.4
1,-0.93,163.4
1,-0.93,163.4
1,-0.89,163.4
1,-0.89,163.4
1,-0.88,163.4
1,-0.88,163.4
1,-0.84,163.4
1,-0.84,163.4
1,-0.78,163.4
1,-0.78,163.4
1,-0.77,163.4
1,-0.77,163.4
1,-0.74,163.4
1,-0.74,163.4
1,-0.70,163.4
1,-0.70,163.4
1,-0.70,163.4
1,-0.70,163.4
1,-0.70,163.4
1,-0.70,163.4
1,-0.64,163.4
1,-0.64,163.4
1,-0.58,163.4
1,-0.58,163.4
1,-0.57,163.4
1,-0.57,163.4
1,-0.53,163.4
1,-0.53,163.4
1,-0.53,163.4
1,-0.53,163.4
1,-0.51,163.4
1,-0.51,163.4
1,-0.50,163.4
1,-0.50,163.4
1,-0.49,163.4
1,-0.49,163.4
1,-0.45,163.4
1,-0.45,163.4
1,-0.45,163.4
1,-0.45,163.4
1,-0.43,163.4
1,-0.43,163.4
1,-0.42,163.4
1,-0.42,163.4
1,-0.38,163.4
1,-0.38,163.4
1,-0.37,163.4
1,-0.37,163.4
1,-0.36,163.4
1,-0.36,163.4
1,-0.27,163.4
1,-0.27,163.4
1,-0.23,163.4
1,-0.23,163.4
1,-0.22,163.4
1,-0.22,163.4
1,-0.14,163.4
1,-0.14,163.4
1,-0.13,163.4
1,-0.13,163.4
1,-0.07,163.4
1,-0.07,163.4
1,0.02,163.4
1,0.02,163.4
1,0.11,163.4
1,0.11,163.4
1,0.38,163.4
1,0.38,163.4
1,0.03,163.4
1,0.03,163.4
1,0.09,163.4
1,0.09,163.4
1,0.18,163.4
1,0.18,163.4
1,0.27,163.4
1,0.27,163.4
1,0.52,163.4
1,0.52,163.4
1,0.63,163.4
1,0.63,163.4
1,0.01,163.7
1,0.01,163.7
1,-0.76,164.2
1,-0.76,164.2
1,-0.74,164.2
1,-0.74,164.2
1,-0.48,164.2
1,-0.48,164.2
1,-0.44,164.2
1,-0.44,164.2
1,-0.33,164.2
1,-0.33,164.2
1,-0.32,164.2
1,-0.32,164.2
1,-0.31,164.2
1,-0.31,164.2
1,-0.03,164.2
1,-0.03,164.2
1,-0.02,164.2
1,-0.02,164.2
1,0.05,164.2
1,0.05,164.2
1,0.27,164.2
1,0.27,164.2
1,-2.09,164.9
1,-2.09,164.9
1,-1.37,164.9
1,-1.37,164.9
1,-0.92,164.9
1,-0.92,164.9
1,0.32,167.6
1,0.32,167.6
1,-0.47,169
1,-0.47,169
1,-0.39,169
1,-0.39,169
1,-0.26,169.5
1,-0.26,169.5
1,-0.13,169.5
1,-0.13,169.5
1,-0.11,169.5
1,-0.11,169.5
1,-3.08,169.9
1,-1.43,169.9
1,-1.26,169.9
1,-1.20,169.9
1,-1.20,169.9
1,-3.15,169.9
1,-2.75,169.9
1,-2.65,169.9
1,-2.19,169.9
1,-1.77,169.9
1,-1.74,169.9
1,-1.55,169.9
1,-1.23,169.9
1,-1.22,169.9
1,-1.19,169.9
1,-1.12,169.9
1,-0.86,169.9
1,-0.74,169.9
1,-0.73,169.9
1,-0.71,169.9
1,-0.66,169.9
1,-0.59,169.9
1,-0.51,169.9
1,-0.21,169.9
1,-0.18,169.9
1,-0.14,169.9
1,-0.07,169.9
1,-0.06,169.9
1,0.09,169.9
1,0.11,169.9
1,0.15,169.9
1,0.18,169.9
1,0.21,169.9
1,0.24,169.9
1,0.33,169.9
1,0.39,169.9
1,0.49,169.9
1,0.83,169.9
1,1,169.9
1,-2.83,170.1
1,-2.83,170.1
1,0.09,170.1
1,0.09,170.1
1,-0.10,170.6
1,-0.10,170.6
1,-4.5,170.6
1,-1.81,170.6
1,-0.07,170.6
1,-0.04,170.6
1,-0.02,170.6
1,0.03,170.6
1,0.13,170.6
1,0.13,170.6
1,0.13,170.6
1,0.14,170.6
1,0.18,170.6
1,0.18,170.6
1,0.18,170.6
1,0.18,170.6
1,0.29,170.6
1,0.3,170.6
1,0.37,170.6
1,0.42,170.6
1,0.43,170.6
1,0.49,170.6
1,0.57,170.6
1,0.58,170.6
1,0.71,170.6
1,0.77,170.6
1,0.84,170.6
1,0.96,170.6
1,0.96,170.6
1,1.01,170.6
1,1.04,170.6
1,1.11,170.6
1,1.25,170.6
1,1.4,170.6
1,1.40,170.6
1,1.40,170.6
1,-0.55,170.8
1,-0.55,170.8
1,0.25,170.8
1,0.25,170.8
1,-0.79,170.8
1,-0.79,170.8
1,-0.79,170.8
1,-0.76,170.8
1,-0.65,170.8
1,-0.65,170.8
1,-0.65,170.8
1,-0.49,170.8
1,-0.49,170.8
1,-0.49,170.8
1,-0.37,170.8
1,-0.37,170.8
1,-0.37,170.8
1,-0.26,170.8
1,-0.22,170.8
1,-0.2,170.8
1,-0.20,170.8
1,-0.20,170.8
1,-0.15,170.8
1,-0.15,170.8
1,-0.15,170.8
1,-0.15,170.8
1,-0.15,170.8
1,-0.15,170.8
1,-0.02,170.8
1,0.03,170.8
1,0.03,170.8
1,0.03,170.8
1,0.13,170.8
1,0.16,170.8
1,0.21,170.8
1,0.21,170.8
1,0.21,170.8
1,0.27,170.8
1,0.29,170.8
1,0.3,170.8
1,0.30,170.8
1,0.30,170.8
1,0.34,170.8
1,0.49,170.8
1,0.49,170.8
1,0.49,170.8
1,0.49,170.8
1,0.52,170.8
1,0.52,170.8
1,0.52,170.8
1,0.56,170.8
1,0.59,170.8
1,0.6,170.8
1,0.61,170.8
1,0.62,170.8
1,0.74,170.8
1,0.74,170.8
1,0.77,170.8
1,0.79,170.8
1,0.87,170.8
1,0.9,170.8
1,0.92,170.8
1,0.93,170.8
1,0.93,170.8
1,0.99,170.8
1,0.99,170.8
1,0.99,170.8
1,1,170.8
1,1.00,170.8
1,1.00,170.8
1,1.02,170.8
1,1.04,170.8
1,1.06,170.8
1,1.06,170.8
1,1.09,170.8
1,1.14,170.8
1,1.14,170.8
1,1.31,170.8
1,1.35,170.8
1,1.36,170.8
1,1.36,170.8
1,1.36,170.8
1,1.38,170.8
1,1.38,170.8
1,1.62,170.8
1,-0.34,171.2
1,-0.34,171.2
1,-0.18,171.2
1,-0.18,171.2
1,-3.38,171.2
1,-1.17,171.2
1,-0.26,171.2
1,-0.26,171.2
1,-0.01,171.2
1,-0.01,171.2
1,0.12,171.2
1,0.21,171.2
1,0.21,171.2
1,0.31,171.2
1,0.31,171.2
1,0.31,171.2
1,0.34,171.2
1,0.34,171.2
1,0.39,171.2
1,0.4,171.2
1,0.44,171.2
1,0.44,171.2
1,0.45,171.2
1,0.45,171.2
1,0.45,171.2
1,0.45,171.2
1,0.45,171.2
1,0.49,171.2
1,0.49,171.2
1,0.52,171.2
1,0.58,171.2
1,0.58,171.2
1,0.59,171.2
1,0.60,171.2
1,0.60,171.2
1,0.79,171.2
1,0.79,171.2
1,0.9,171.2
1,0.9,171.2
1,0.90,171.2
1,0.90,171.2
1,1.09,171.2
1,-0.18,171.6
1,-0.08,171.6
1,-0.08,171.6
1,-0.04,171.6
1,-0.01,171.6
1,0.12,171.6
1,0.12,171.6
1,0.18,171.6
1,0.19,171.6
1,0.29,171.6
1,0.31,171.6
1,0.34,171.6
1,0.49,171.6
1,0.51,171.6
1,0.52,171.6
1,0.52,171.6
1,0.56,171.6
1,0.58,171.6
1,0.69,171.6
1,0.74,171.6
1,0.76,171.6
1,0.87,171.6
1,0.91,171.6
1,1.04,171.6
1,1.09,171.6
1,1.25,171.6
1,1.42,171.6
1,1.63,171.6
1,1.84,171.6
1,0.53,172.1
1,0.53,172.1
1,-2.65,172.1
1,-0.65,172.1
1,-0.48,172.1
1,-0.39,172.1
1,-0.26,172.1
1,-0.26,172.1
1,-0.26,172.1
1,-0.12,172.1
1,-0.09,172.1
1,-0.06,172.1
1,-0.02,172.1
1,-0.02,172.1
1,-0.02,172.1
1,-0.02,172.1
1,0,172.1
1,0,172.1
1,0.01,172.1
1,0.08,172.1
1,0.15,172.1
1,0.18,172.1
1,0.18,172.1
1,0.18,172.1
1,0.19,172.1
1,0.21,172.1
1,0.29,172.1
1,0.29,172.1
1,0.3,172.1
1,0.36,172.1
1,0.36,172.1
1,0.36,172.1
1,0.38,172.1
1,0.44,172.1
1,0.45,172.1
1,0.45,172.1
1,0.45,172.1
1,0.45,172.1
1,0.48,172.1
1,0.49,172.1
1,0.49,172.1
1,0.56,172.1
1,0.56,172.1
1,0.56,172.1
1,0.64,172.1
1,0.64,172.1
1,0.64,172.1
1,0.64,172.1
1,0.65,172.1
1,0.66,172.1
1,0.71,172.1
1,0.71,172.1
1,0.71,172.1
1,0.84,172.1
1,0.88,172.1
1,0.88,172.1
1,0.88,172.1
1,0.88,172.1
1,0.88,172.1
1,0.89,172.1
1,0.92,172.1
1,0.93,172.1
1,0.95,172.1
1,1.11,172.1
1,1.14,172.1
1,2.34,172.1
1,-4.53,173.6
1,-4.43,173.6
1,-4.23,173.6
1,-4.11,173.6
1,-4.09,173.6
1,-4.03,173.6
1,-3.91,173.6
1,-3.88,173.6
1,-3.78,173.6
1,-3.77,173.6
1,-3.77,173.6
1,-3.68,173.6
1,-3.6,173.6
1,-3.55,173.6
1,-3.42,173.6
1,-3.39,173.6
1,-3.23,173.6
1,-3.21,173.6
1,-3.17,173.6
1,-3.11,173.6
1,-3.1,173.6
1,-2.9,173.6
1,-2.59,173.6
1,-2.56,173.6
1,-2.18,173.6
1,-2.13,173.6
1,-1.89,173.6
1,-1.52,173.6
1,-1.52,173.6
1,-1.25,173.6
1,-4.99,173.6
1,-4.68,173.6
1,-4.49,173.6
1,-4.19,173.6
1,-4.13,173.6
1,-4.1,173.6
1,-4.06,173.6
1,-3.34,173.6
1,-2.77,173.6
1,-2.66,173.6
1,-2.58,173.6
1,-2.4,173.6
1,-2.38,173.6
1,-2.35,173.6
1,-2.35,173.6
1,-2.35,173.6
1,-2.32,173.6
1,-2.32,173.6
1,-2.32,173.6
1,-2.23,173.6
1,-2.08,173.6
1,-1.99,173.6
1,-1.93,173.6
1,-1.9,173.6
1,-1.82,173.6
1,-1.82,173.6
1,-1.82,173.6
1,-1.63,173.6
1,-1.52,173.6
1,-1.52,173.6
1,-1.52,173.6
1,-1.51,173.6
1,-1.51,173.6
1,-1.51,173.6
1,-1.49,173.6
1,-1.45,173.6
1,-1.45,173.6
1,-1.45,173.6
1,-1.42,173.6
1,-1.42,173.6
1,-1.42,173.6
1,-1.38,173.6
1,-1.38,173.6
1,-1.38,173.6
1,-1.34,173.6
1,-1.28,173.6
1,-1.28,173.6
1,-1.28,173.6
1,-1.28,173.6
1,-1.26,173.6
1,-1.26,173.6
1,-1.26,173.6
1,-1.25,173.6
1,-1.25,173.6
1,-1.19,173.6
1,-1.1,173.6
1,-1.04,173.6
1,-0.97,173.6
1,-0.82,173.6
1,-0.82,173.6
1,-0.82,173.6
1,-0.79,173.6
1,-0.79,173.6
1,-0.79,173.6
1,-0.79,173.6
1,-0.78,173.6
1,-0.7,173.6
1,-0.70,173.6
1,-0.70,173.6
1,-0.69,173.6
1,-0.69,173.6
1,-0.6,173.6
1,-0.59,173.6
1,-0.59,173.6
1,-0.55,173.6
1,-0.53,173.6
1,-0.53,173.6
1,-0.49,173.6
1,-0.49,173.6
1,-0.47,173.6
1,-0.43,173.6
1,-0.43,173.6
1,-0.43,173.6
1,-0.37,173.6
1,-0.22,173.6
1,-0.22,173.6
1,-0.22,173.6
1,-0.21,173.6
1,-0.21,173.6
1,-0.21,173.6
1,-0.2,173.6
1,-0.20,173.6
1,-0.20,173.6
1,-0.16,173.6
1,-0.15,173.6
1,-0.07,173.6
1,-0.07,173.6
1,-0.07,173.6
1,-0.01,173.6
1,-0.01,173.6
1,-0.01,173.6
1,0.04,173.6
1,0.04,173.6
1,0.04,173.6
1,0.18,173.6
1,0.18,173.6
1,0.18,173.6
1,0.35,173.6
1,0.35,173.6
1,0.35,173.6
1,0.75,173.6
1,0.75,173.6
1,0.75,173.6
1,0.82,173.6
1,0.82,173.6
1,0.82,173.6
1,1.13,173.6
1,1.13,173.6
1,1.13,173.6
1,1.24,173.6
1,1.24,173.6
1,1.24,173.6
1,1.25,173.6
1,1.25,173.6
1,1.25,173.6
1,1.73,175.2
1,1.73,175.2
1,-1.73,175.2
1,-1.73,175.2
1,-1.73,175.2
1,-1.65,175.2
1,-1.65,175.2
1,-1.65,175.2
1,-1.41,175.2
1,-1.41,175.2
1,-1.41,175.2
1,-1.36,175.2
1,-1.36,175.2
1,-1.36,175.2
1,-4.98,176.6
1,-4.94,176.6
1,-4.75,176.6
1,-4.74,176.6
1,-4.64,176.6
1,-4.57,176.6
1,-4.53,176.6
1,-4.48,176.6
1,-4.46,176.6
1,-4.46,176.6
1,-4.43,176.6
1,-4.4,176.6
1,-4.34,176.6
1,-4.25,176.6
1,-4.21,176.6
1,-4.21,176.6
1,-4.19,176.6
1,-4.14,176.6
1,-4.1,176.6
1,-4.03,176.6
1,-3.99,176.6
1,-3.96,176.6
1,-3.95,176.6
1,-3.94,176.6
1,-3.91,176.6
1,-3.89,176.6
1,-3.84,176.6
1,-3.82,176.6
1,-3.79,176.6
1,-3.78,176.6
1,-3.77,176.6
1,-3.72,176.6
1,-3.72,176.6
1,-3.72,176.6
1,-3.71,176.6
1,-3.69,176.6
1,-3.69,176.6
1,-3.68,176.6
1,-3.66,176.6
1,-3.64,176.6
1,-3.62,176.6
1,-3.58,176.6
1,-3.57,176.6
1,-3.56,176.6
1,-3.53,176.6
1,-3.5,176.6
1,-3.45,176.6
1,-3.43,176.6
1,-3.4,176.6
1,-3.34,176.6
1,-3.34,176.6
1,-3.33,176.6
1,-3.2,176.6
1,-3.15,176.6
1,-3.13,176.6
1,-3.1,176.6
1,-3.09,176.6
1,-3.08,176.6
1,-3.01,176.6
1,-2.99,176.6
1,-2.98,176.6
1,-2.98,176.6
1,-2.95,176.6
1,-2.95,176.6
1,-2.92,176.6
1,-2.86,176.6
1,-2.82,176.6
1,-2.78,176.6
1,-2.72,176.6
1,-2.7,176.6
1,-2.7,176.6
1,-2.56,176.6
1,-2.56,176.6
1,-2.56,176.6
1,-2.55,176.6
1,-2.55,176.6
1,-2.41,176.6
1,-2.25,176.6
1,-2.08,176.6
1,-1.82,176.6
1,-1.66,176.6
1,-1.6,176.6
1,-0.46,176.6
1,-0.46,176.6
1,0.61,176.6
1,0.61,176.6
1,-3.18,176.6
1,-3.06,176.6
1,-2.78,176.6
1,-2.57,176.6
1,-2.35,176.6
1,-1.99,176.6
1,-1.83,176.6
1,-1.81,176.6
1,-1.78,176.6
1,-1.69,176.6
1,-1.63,176.6
1,-1.62,176.6
1,-1.6,176.6
1,-1.51,176.6
1,-1.46,176.6
1,-1.41,176.6
1,-1.4,176.6
1,-1.33,176.6
1,-1.03,176.6
1,-0.75,176.6
1,-0.72,176.6
1,-0.71,176.6
1,-0.54,176.6
1,-0.53,176.6
1,-0.36,176.6
1,-4.13,177.8
1,-4.01,177.8
1,-3.96,177.8
