region number,d18O,Age
5,-1.3,147
5,-1.15,148.9
5,-0.81,148.9
5,-0.63,148.9
5,-0.52,148.9
5,-0.09,148.9
5,-2.24,148.9
5,-1.72,149.7
5,-1.29,149.7
5,-1.2,149.7
5,-1.16,149.7
5,-1.08,149.7
5,-1.02,149.7
5,-0.97,149.7
5,-0.94,149.7
5,-0.88,149.7
5,-0.86,149.7
5,-0.82,149.7
5,-0.7,149.7
5,-0.43,149.7
5,-1.77,149.7
5,-1.46,149.7
5,-1.41,150.7
5,-1.33,150.7
5,-1.1,150.7
5,-0.84,150.7
5,-1.99,150.7
5,-1.79,150.7
5,-1.54,152.8
5,-1.42,152.8
5,-1.23,152.8
5,-0.99,152.8
5,-1.25,153
5,-1.08,153
5,-0.93,153
5,-0.76,153
5,-0.73,153
5,-0.51,153
5,-0.09,153
5,-0.02,153
5,-1.57,153.9
5,-0.8,153.9
5,-0.52,153.9
5,-0.4,153.9
5,-0.24,153.9
5,-0.22,153.9
5,-0.08,153.9
5,-0.07,153.9
5,-0.07,153.9
5,0.25,153.9
5,0.33,153.9
5,0.06,154.2
5,-0.6,155.8
5,-0.58,155.8
5,-0.11,155.8
5,-0.1,155.8
5,-0.04,155.8
5,-0.03,155.8
5,0.1,155.8
5,0.15,155.8
5,0.26,155.8
5,-1.79,156.1
5,-0.15,156.1
5,-0.47,157.1
5,-0.32,157.1
5,0.24,157.1
5,0.4,157.1
5,0.87,157.1
5,1.1,157.1
5,0.81,157.7
5,1.17,157.7
5,1.29,157.7
5,1.23,157.9
5,0.11,158
5,0.38,158
5,0.53,158
5,0.55,158
5,0.89,158
5,1.05,158
5,1.28,158
5,-0.87,158.2
5,0.17,158.2
5,0.36,158.2
5,1.07,158.2
5,-0.61,158.3
5,0.73,158.3
5,0.84,158.3
5,1.13,158.3
5,1.24,158.3
5,1.27,158.3
5,1.38,158.3
5,1.46,158.3
5,1.47,158.3
5,1.5,158.3
5,1.65,158.3
5,1.68,158.3
5,1.76,158.3
5,1.76,158.3
5,2.38,158.3
5,-1.32,158.3
5,-1.19,158.3
5,-1.05,158.3
5,-0.96,158.3
5,-0.94,158.3
5,-0.90,158.3
5,-0.88,158.3
5,-0.81,158.3
5,-0.76,158.3
5,-0.72,158.3
5,-0.71,158.3
5,-0.69,158.3
5,-0.66,158.3
5,-0.51,158.3
5,-0.40,158.3
5,-0.35,158.3
5,-0.29,158.3
5,-0.24,158.3
5,-0.02,158.3
5,0.03,158.3
5,0.06,158.3
5,0.31,158.3
5,0.55,158.3
5,0.63,158.3
5,0.61,158.8
5,1.77,158.8
5,-0.59,158.8
5,-0.43,158.8
5,0.25,158.8
5,0.35,158.8
5,0.54,158.8
5,0.68,158.8
5,0.72,158.8
5,0.72,158.8
5,0.92,158.8
5,1.01,158.8
5,1.04,158.8
5,1.17,158.8
5,1.36,158.8
5,1.44,158.8
5,1.61,158.8
5,1.63,158.8
5,1.66,158.8
5,1.72,158.8
5,1.83,158.8
5,1.91,158.8
5,2.3,158.8
5,2.76,158.8
5,0.72,159.4
5,0.81,159.4
5,0.83,159.4
5,0.9,159.4
5,0.96,159.4
5,1.05,159.4
5,1.17,159.4
5,1.19,159.4
5,0.22,160.6
5,0.61,160.6
5,0.73,160.6
5,0.76,160.6
5,0.83,160.6
5,0.84,160.6
5,0.84,160.6
5,0.88,160.6
5,0.89,160.6
5,0.94,160.6
5,0.94,160.6
5,0.96,160.6
5,0.98,160.6
5,1,160.6
5,1.02,160.6
5,1.1,160.6
5,1.12,160.6
5,1.14,160.6
5,1.39,160.6
5,1.53,160.6
5,1.62,160.6
5,1.63,160.6
5,1.64,160.6
5,1.67,160.6
5,1.74,160.6
5,1.8,160.6
5,1.8,160.6
5,1.85,160.6
5,1.88,160.6
5,2.01,160.6
5,2.02,160.6
5,2.03,160.6
5,2.13,160.6
5,1.19,160.6
5,0.99,161.5
5,1.56,161.5
5,1.76,161.5
5,0.48,162
5,0.68,162
5,0.88,162
5,0.89,162
5,0.9,162
5,0.95,162
5,1.12,162
5,1.12,162
5,1.2,162
5,1.71,162
5,1.72,162
5,1.76,162
5,1.85,162
5,1.97,162
5,2.35,162
5,1.30,162.7
5,1.40,162.7
5,1.50,162.7
5,1.54,162.7
5,1.55,162.7
5,1.58,162.7
5,1.66,162.7
5,1.84,162.7
5,1.92,162.7
5,1.97,162.7
5,2.17,162.7
5,2.19,162.7
5,-0.13,163.1
5,1.19,163.1
5,1.31,163.1
5,1.68,163.1
6,-0.61,149
6,-0.44,149
6,0.77,149
6,1.10,149
6,1.38,153
6,-0.71,153.9
6,0.67,153.9
6,1.15,153.9
6,0.41,157.1
6,1.28,157.1
6,0.52,158
6,1.61,158
6,0.96,158.3
6,0.51,158.8
6,1.58,158.8
6,-0.68,179
6,0.70,179
6,1.11,179
4,-1.90,146.3
4,-1.14,146.3
4,-0.62,146.3
4,-1.00,146.5
4,-1.08,146.5
4,-1.87,146.5
4,-0.53,146.7
4,-0.66,146.7
4,-0.73,146.7
4,-1.56,146.7
4,-0.91,147
4,-0.51,147
4,-0.88,147
4,-0.98,147
4,-0.58,147
4,-1.23,147
4,-0.48,147.2
4,-1.47,147.2
4,-0.73,147.2
4,-0.46,147.2
4,-0.75,148.1
4,-1.24,148.1
4,-1.48,148.1
4,-1.05,151.6
4,-1.26,151.6
4,-0.76,151.6
4,-1.06,155.8
4,-0.63,155.8
4,-0.64,155.8
4,-1.50,158
4,-1.41,158
4,-0.96,158
4,0.04,158.3
4,-0.98,158.3
4,0.77,158.3
4,1.41,162
4,1.68,162
4,1.41,162
4,0.00,162.7
4,-0.94,162.7
4,-0.43,162.7
4,0.09,162.7
4,0.02,162.7
4,0.49,162.7
4,0.70,162.7
4,-1.12,163.4
4,-0.85,163.4
4,-0.95,163.4
4,-1.44,163.4
4,-1.49,163.4
4,-1.82,163.4
4,-1.02,163.4
4,-0.45,163.4
4,0.15,163.4
4,-0.33,163.4
4,-0.41,163.4
4,-0.78,163.4
4,-0.43,163.4
4,-0.21,163.4
4,-1.14,163.4
4,0.77,163.7
4,0.88,163.7
4,0.15,163.7
4,-1.07,163.7
4,-1.55,163.7
4,-0.24,163.7
4,0.36,164.2
4,0.14,164.2
4,0.31,164.2
4,0.05,164.2
4,-1.27,164.2
4,-1.55,164.2
4,-1.52,164.2
4,-0.32,165.4
4,0.66,165.4
4,-0.27,165.4
4,-0.29,165.8
4,-1.20,165.8
4,-0.33,165.8
4,-0.30,166.6
4,-0.26,166.6
4,-0.44,166.6
4,0.82,166.6
4,1.28,166.6
4,0.34,166.6
4,-3.25,167.1
4,-3.52,167.1
4,0.60,167.1
4,-0.61,167.1
4,0.06,167.1
4,-2.05,167.1
4,-0.48,167.1
4,-2.10,167.1
4,-0.98,167.1
4,-1.27,167.1
4,-2.03,167.1
4,-0.84,167.6
4,-1.19,167.6
4,-1.26,167.6
4,0.67,167.6
4,0.87,167.6
4,-0.36,167.6
4,0.15,167.6
4,-0.41,167.6
4,0.30,167.6
4,0.52,167.6
4,0.40,167.6
4,-0.45,167.6
4,-0.52,167.6
4,0.61,167.9
4,-0.62,167.9
4,0.44,167.9
4,-0.09,167.9
4,0.51,168.7
4,0.87,168.7
4,0.81,168.7
4,0.53,168.7
4,0.71,168.7
4,0.82,168.7
4,-0.29,168.7
4,-1.94,168.7
4,-0.87,168.7
4,-0.42,168.7
4,-0.83,168.7
4,-0.60,168.7
4,-0.55,168.7
4,-1.83,168.7
4,-0.72,168.7
4,-2.20,168.7
4,-2.04,168.7
4,-2.04,168.7
4,-0.39,168.7
4,0.65,168.7
4,0.80,168.7
4,-0.65,168.7
4,-0.10,168.7
4,0.37,168.7
4,-0.57,168.7
4,-1.93,168.7
4,-1.76,168.7
4,-2.32,168.7
4,-4.14,168.7
4,-3.92,168.7
4,-0.70,168.7
4,-1.13,168.7
4,-1.50,168.7
4,-0.44,168.7
4,-0.05,168.7
4,-1.48,168.7
4,0.61,168.7
4,0.26,168.7
4,-0.99,168.7
4,0.30,168.7
4,0.67,168.7
4,0.56,168.7
4,-0.68,168.7
4,-0.99,168.7
4,-1.17,168.7
4,0.83,168.7
4,1.09,168.7
4,0.72,168.7
4,0.68,168.7
4,0.66,168.7
4,0.86,168.7
4,0.10,168.7
4,0.18,168.7
4,-0.33,168.7
4,-0.12,168.7
4,-0.73,168.7
4,-0.24,168.7
4,-0.52,168.7
4,-0.95,168.7
4,-0.65,168.7
4,-1.74,168.7
4,-1.35,168.7
4,-1.14,168.7
4,-1.39,168.7
4,-0.69,168.7
4,0.65,170
4,0.54,170
4,-0.75,170
4,1.29,170
4,1.11,170
4,0.97,170
4,0.54,170
4,-1.89,170
4,-0.39,172.2
4,0.41,172.2
4,0.95,176.6
4,-1.45,176.6
4,-2.20,180.5
4,-2.18,180.5
4,-3.41,180.5
